Series Name,Series Code,Country Name,Country Code,2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Serbia,SRB,6.19933895593788,5.12544327576433,2.58538293679744,1.8728924804025,1.54988883247718,2.97079316981832,1.97494256215236,2.44060040801315,2.4499817481219,..
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Seychelles,SYC,8.65859087963547,4.03663905544053,2.28992550403942,2.08971006196927,-0.908283201983181,4.79713248623995,1.43059904813043,1.95375935676867,-5.88426069001262,..
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Sierra Leone,SLE,12.0410780303766,6.92515293132804,1.79731249136992,18.8647633620846,1.77562247078991,14.0433322642145,14.0219924766367,7.70226901403279,10.9154815855911,..
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Singapore,SGP,0.470225826184418,-0.449738693546806,-0.269632863808312,3.0602241545826,0.647139797509126,3.00609296479209,3.34763899131903,-0.62419407964687,-2.91966151952681,..
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Sint Maarten (Dutch part),SXM,3.87309435517101,2.41867908660851,19.8427790023252,0.227175640193806,0.345353038640937,0.103059690145145,6.51423385546377,..,..,..
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Slovak Republic,SVK,1.26011621211065,0.509341301181209,-0.192250577474141,-0.21640322146645,-0.512184923024279,1.21569388773202,2.03435662188242,2.49348770892786,2.36861896205629,..
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Slovenia,SVN,0.479044260876066,1.60035593502236,0.456031615681681,1.00504348534045,0.874115426326341,1.4640640238877,2.11678834233354,2.19960392242207,1.22581576386962,..
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Solomon Islands,SLB,7.19182350741616,1.6690148477295,3.90713021029619,3.55929037079028,0.0340355227666009,1.39054051842795,2.93807117941374,1.26435535647435,3.40447215640303,..
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Somalia,SOM,..,..,7.13128440495898,1.64643472309545,-0.848854535775857,-0.974226265169094,0.45805785512178,7.16660483997717,7.90288028021169,..
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,South Africa,ZAF,4.68520638813985,5.84411140067347,5.36654618468381,5.54552812339873,6.9521719608848,5.47332197481477,3.95647369730938,4.49944873978896,5.27322966449688,..
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,South Sudan,SSD,46.5069047554802,36.5121584994857,-26.7002845822567,17.6893321393151,..,..,..,..,..,..
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Spain,ESP,-0.114557740159839,0.398439552805712,-0.223368485312221,0.545556009835707,0.322898793520409,1.2995548323383,1.24525511523967,1.3046571659175,1.10393071382899,..
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Sri Lanka,LKA,10.8284322331401,6.23691336073351,2.91210382604127,0.64904228464269,4.8431358204671,7.26564485804619,3.82665115302608,2.73561967069718,3.42516435769879,..
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,St. Kitts and Nevis,KNA,0.109479583300171,-0.44294879732108,2.69098856030239,-0.311616729064269,-3.62262857409692,4.2016864767666,-0.997100114352079,3.05474629630965,-1.63886107353466,..
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,St. Lucia,LCA,1.98940638401375,7.11773617032974,3.60283801947638,4.43767493812103,-0.453292351075604,3.41469847063995,0.482768210883535,2.66424242780987,-4.16946967039975,..
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,St. Vincent and the Grenadines,VCT,1.0912159195494,2.20201809974559,-0.305054041030644,2.44045045672961,0.608996137312843,1.27920833173201,0.248777211676426,1.1534862818751,1.16142536211075,..
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Sudan,SDN,30.1285931395558,36.4286291176933,34.0669855189111,14.0225574392301,20.6855877306245,34.6223707315316,55.9753254437569,51.9788933465452,115.277768539421,..
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Suriname,SUR,10.7352006048331,0.383766168173977,1.58368715816022,4.85459060945995,24.0722949441576,28.1422762699972,5.66282721704177,4.42266431352576,44.866609991893,..
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Eswatini,SWZ,8.74837350194564,6.53299825079026,7.14673584693767,5.5450647329474,7.24177909838608,2.47812989286125,2.81257766451989,2.48932180216474,2.62171654353904,..
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Sweden,SWE,1.00142202301616,0.927395691401983,1.74453129158347,2.12118024509547,1.52560991398094,2.13515182451252,2.39692033450507,2.54687548145611,1.7151299169486,..
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Switzerland,CHE,-0.00376506218286465,-0.0233084796454932,-0.590356048920171,-1.20419110656468,-0.59671988789303,-0.374816491323585,0.74840821169775,-0.105744561043338,-0.502868265559684,..
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Syrian Arab Republic,SYR,26.2462552485551,31.7701939095293,37.0945840345087,35.3390021157021,36.9632213889016,36.9638384254965,13.6050089339849,19.6713404684077,..,..
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Tajikistan,TJK,11.8685155888293,3.63300945054496,4.76666135833671,6.88571275973014,0.541390114253687,9.80546613147935,2.49222708243444,3.65868445681299,2.30974401041199,..
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Tanzania,TZA,10.4838939985187,9.66618357795825,6.05084588935551,7.59136402332241,7.47203366759727,2.70373365033971,2.97553661803862,2.46494912955468,0.34371289868993,..
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Thailand,THA,1.90914444199674,1.77874589235417,1.44146536528029,0.722113573412514,2.63616761998928,1.8999449899777,1.43224853892525,0.946225111007124,-1.06625957086622,..
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Timor-Leste,TLS,6.16521067597986,16.6828925653659,-0.766472750143038,7.20397921677383,0.135399267980603,0.980253916958148,-1.28547679832511,8.16735395407937,-15.8464380479499,..
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Togo,TGO,1.70956539933667,1.71785984629378,-0.0842091590615723,3.47962582417827,36.9921619264198,-0.434609618144108,1.33588275993479,1.5450926555589,1.28215819614714,..
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Tonga,TON,4.1940692306183,-2.37147532523151,0.0117765189695973,5.28336858334735,3.05495723166224,5.61383948078358,5.14966280704272,7.6625778394986,-3.6174207281445,..
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Trinidad and Tobago,TTO,0.34484257808522,3.74413309113757,1.67509918708294,-11.3795852899351,-0.644262273009303,4.783349097412,5.57726636129287,-0.996363590772745,0.898976634178837,..
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Tunisia,TUN,4.96727551561298,4.79294495204947,5.05699063113153,4.17975138960659,4.93503380655258,4.70734063951839,7.75182641898498,7.36255376874774,5.06775950611271,..
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Turkey,TUR,7.42267328660553,6.2801096970818,7.38951863770303,7.84491693010263,8.13047807814451,10.9824216683285,16.4758183392893,13.8593463213595,14.8264110095424,..
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Turkmenistan,TKM,8.27008408241873,1.15244583252145,0.669180966750076,-5.15329778752206,-4.86560287903114,-1.54244268478659,1.21087594013873,4.37945563084239,..,..
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Turks and Caicos Islands,TCA,0.756189471811467,2.62467195165542,2.57677972516825,0.623172650415867,2.18439816064769,1.55187312740969,3.09786532708544,2.12931927378489,5.46018784167546,..
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Tuvalu,TUV,0.808774130989903,2.11123625668405,5.0654974528135,4.63066344498189,1.00024338447608,3.56237579860101,4.9240681086056,8.69395711500978,0,..
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Uganda,UGA,3.83745560594544,3.58690582632283,5.10630732429085,5.18785986254777,4.78100029141268,4.64905082085585,4.44338526792475,3.00001181876289,2.72148444272398,..
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Ukraine,UKR,7.98256111270226,4.30879343782107,15.9017375236452,38.8816797571771,17.097134924235,22.0983174978017,15.3985303493458,8.24622626771318,9.78898404074047,..
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,United Arab Emirates,ARE,2.23845022744015,-0.866897147237992,-1.02489877442373,-15.4418859532392,-3.19327443502611,5.49513326790201,8.20653729205833,-4.44403710834142,-8.36335727123216,..
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,United Kingdom,GBR,1.611883545944,2.23880054182746,1.59036810676083,0.511374817313225,1.90110663436174,1.81876640825315,1.99903489165381,2.01510318725352,5.34767755220014,..
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,United States,USA,1.91784900670304,1.75491578501162,1.84982747081428,0.952531532798019,1.04924737000228,1.88006787244998,2.40098111411591,1.78515153743628,1.20520169603763,..
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Uruguay,URY,8.55755169987955,8.15372981650589,9.37224637981977,9.01628062357351,16.6136838976687,4.98664192165262,7.10189068047498,8.5229669262272,10.868186007544,..
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Uzbekistan,UZB,15.3987947017455,11.9878914787951,14.024917632322,10.5006995149485,8.93036849322681,19.0618147164483,26.9828614546089,17.9100041804881,11.9008016815891,..
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Vanuatu,VUT,-0.464018178669363,3.00183635913356,1.40225308541552,5.85848674081646,1.57706028508517,5.36355206781974,3.20779645210776,2.39347822740888,1.80050903296858,..
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,"Venezuela, RB",VEN,14.0594300642861,35.5026746348335,40.4404901065548,..,..,..,..,..,..,..
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Vietnam,VNM,10.9260338090746,4.760654839929,3.66238381086519,-0.190788132148072,1.11064918600108,4.08578818680292,3.39810502289512,1.78859860160965,1.29348776892957,..
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Virgin Islands (U.S.),VIR,13.6632725550557,-2.45302713987473,-2.90516617398133,3.18757755421872,2.05180352239177,0.634642014315531,1.18773062730627,2.04879960803528,..,..
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,West Bank and Gaza,PSE,2.86773402643237,5.7383714378646,3.67222811544951,-3.70701301671946,1.27802248372888,3.22541499220273,-0.301992725159963,3.84946930147241,2.57647450067245,..
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,"Yemen, Rep.",YEM,5.89327454363993,9.20906607821111,7.16319310917825,46.4762512255778,0.134410844260984,18.5535661652076,14.8536649680493,..,..,..
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Zambia,ZMB,6.99201628115405,9.73121000882541,5.43578198423347,6.65929211357343,13.5524846947001,10.0957298683458,7.41157094843257,7.63347048076743,13.7435021622394,..
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Zimbabwe,ZWE,4.02857687403039,9.37060288787357,-0.252140994359053,0.607813919052404,2.16099269561299,2.43760763920471,59.8033555490674,440.829791014713,558.560023666123,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Afghanistan,AFG,24.390873626371,22.8106627361766,22.1370413719574,20.6343227166798,25.7403140364582,26.4201990834448,22.0428967527575,25.7739707394105,26.8206001075115,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Albania,ALB,18.7668018946422,19.5651578123229,19.9901813581977,19.7802144171366,19.8499944651163,19.0221488477376,18.4294792485754,18.391243514771,19.1219626147078,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Algeria,DZA,8.77068635508419,9.85111712761217,10.2863970707309,11.5787073364509,12.22009479501,11.7559033143154,11.87420084925,12.3362121115896,14.1347925891274,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Andorra,AND,..,..,..,..,..,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Angola,AGO,6.06963007473451,6.50749253992601,7.5470567791822,9.12253447070414,9.83116860869255,10.016995912763,8.6077417624351,6.66070380425936,9.49269324219255,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Antigua and Barbuda,ATG,1.898847481064,2.01729829368227,1.65576063634316,1.61232672128831,1.56801881003821,1.79359865171034,1.73591171688518,1.73340883252786,2.2141976776872,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Argentina,ARG,5.7817442068501,6.05291843670451,6.71270351428559,5.1566859021408,6.26456582010254,5.23162237725058,4.53787889681146,5.11101651115706,5.93240449413718,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Armenia,ARM,17.9126819526397,18.4347628834968,18.0720363470662,17.2231200318056,16.39047353385,14.9942601242776,13.9423116554146,11.5256107379588,11.2134239063556,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Aruba,ABW,..,..,..,..,..,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Australia,AUS,2.26809636459164,2.28571763293922,2.22094606810034,2.37609867379823,2.40423129264832,2.70247380513086,2.45780397255264,2.11686400565607,2.00609228488954,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Austria,AUT,1.3485513899381,1.25472121594195,1.20074056404147,1.1297901935645,1.11031647926172,1.21053643138638,1.13015550798024,1.07158272416678,1.09990874209402,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Azerbaijan,AZE,5.13976950772418,5.3662644804235,5.31940671805552,6.17745494667157,5.60494628069084,5.60736901068842,5.21250561853868,5.6952581438455,6.92551102962495,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,"Bahamas, The",BHS,1.07271116086003,0.926190612314905,0.83820190435165,0.811565438245337,0.86886913596718,0.775908800375414,0.674570409260154,0.515784995898028,0.438051980822609,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Bahrain,BHR,0.275737043040234,0.274789045054941,0.299909668641636,0.316230179939426,0.332168625493488,0.29059524041583,0.288039061867892,0.281214886843175,0.312830491821608,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Bangladesh,BGD,16.1775631728154,15.4932779979784,15.3516208986344,14.7829964369364,14.0455462197579,13.4134659962126,13.0743126586412,12.6802755700275,12.91707789825,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Barbados,BRB,..,..,..,..,..,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Belarus,BLR,8.13105224877181,6.80912226763989,7.30299492661078,6.28329656129848,6.89528062433517,7.56580253848292,6.59010772590188,6.79466882799274,6.82931308926166,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Belgium,BEL,0.781226734946645,0.681174913459581,0.637835968092569,0.6864147804639,0.628433475870949,0.665093660241847,0.603070151603354,0.665864007644292,0.638136421029961,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Belize,BLZ,13.4255916228063,13.7116820959674,13.7231115303345,12.9257635967384,11.0990077849637,11.1999072496662,9.55779896453604,8.96797161579081,10.7099780570846,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Benin,BEN,25.7689758312295,25.2754046390823,25.6184529738008,26.3920850925037,27.7536354980493,28.4890165273264,28.0647739126112,26.8758016258337,27.1091750361118,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Bermuda,BMU,0.281396534564362,0.328283343819346,0.211116703055883,0.227889496811275,0.307018452846711,0.274700811333467,0.235039129585599,0.219090759319107,..,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Bhutan,BTN,13.9639784972823,14.0912157774554,14.5144485329975,14.4368680116704,14.3946237291342,15.0336188059309,15.991248235553,15.7841491366789,19.2323200518491,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Bolivia,BOL,9.81216188902508,9.96697949425106,9.74021755454652,10.2394940991574,11.1718754077163,11.5893359419581,11.4819241618103,12.2217575775717,14.0227866347742,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Bosnia and Herzegovina,BIH,6.1376713784971,6.84139130367869,5.95105778545938,6.23816523131983,6.36938206818188,5.60185868020536,5.88543924025657,5.60309222217541,6.09846228504333,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Botswana,BWA,2.69526989046722,2.29859284045147,1.79813518287363,1.94090121216351,1.97587614996393,1.84389707671191,2.05535072247375,2.10151927046331,2.11222793771631,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Brazil,BRA,4.1683282240444,4.5068861822272,4.32561053879483,4.31914942942436,4.89135358685971,4.60059169575972,4.42039930378329,4.40176323545758,5.90556934538527,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Brunei Darussalam,BRN,0.655398677292875,0.684659216396484,0.86273749515316,1.10248621892226,1.20363347726695,1.08644948261552,1.01762308070597,0.986055130118515,1.21750292670974,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Bulgaria,BGR,4.42997508466995,4.51605399783225,4.55857549457845,4.0606896748769,4.05315347417595,4.04090723942437,3.38461545177011,3.24138168528136,3.50599323872738,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Burkina Faso,BFA,23.7560050181575,23.6410927919708,23.6937727725999,22.6330752128104,21.7147178290213,20.5855872188282,20.9974732840091,18.3761029057026,18.3980789270946,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Burundi,BDI,35.4205377011774,38.3671081967213,34.9581923436541,30.6808301089821,31.5443340866362,28.5466470060171,29.0119004854571,28.8975583833274,28.4545316294577,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Cabo Verde,CPV,8.44654446838171,8.27906807070413,8.01576749754377,8.73739476188116,7.9957410958418,6.73868990472169,5.2919842946009,4.63290603790788,4.86405018483154,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Cambodia,KHM,33.5196036107247,31.595062429272,28.8713035293412,26.5803600137747,24.7426644196582,23.3614404782368,22.0129559006773,20.7118706884261,22.379225555763,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Cameroon,CMR,16.6572401680054,16.7236611923511,16.8258381776349,17.2094159040689,17.1926623891151,16.6929418227731,16.4988006978593,16.8022835644401,17.3817904521199,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Canada,CAN,1.81134574390941,1.89423151227836,1.58654807741954,1.86983594598587,1.86222589313529,1.88999463244888,1.69989157622406,..,..,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Cayman Islands,CYM,0.330634392733331,0.34097402629238,0.357974783468847,0.378694095538705,0.399458774449959,0.418315712387287,0.408843634400223,0.409760867146613,..,..
